,position_lat,position_long,altitude,power,cadence,distance,speed,time
2064,-138940928,1992087680,41.79999999999996,104,90,16524.88,9.729,0 days 00:34:24
2065,-138940992,1992086784,42.39999999999998,105,90,16534.36,8.982,0 days 00:34:25
2066,-138940976,1992085632,43.0,103,91,16543.24,8.265,0 days 00:34:26
2067,-138940624,1992084864,43.39999999999998,105,90,16551.34,7.756,0 days 00:34:27
2068,-138939984,1992084352,43.39999999999998,105,90,16558.9,7.627,0 days 00:34:28
2069,-138939184,1992084352,43.200000000000045,105,89,16566.48,7.916,0 days 00:34:29
2070,-138938320,1992084608,42.60000000000002,104,90,16574.89,8.468,0 days 00:34:30
2071,-138937488,1992085120,42.200000000000045,105,89,16583.45,8.994,0 days 00:34:31
2072,-138936624,1992085504,41.60000000000002,108,87,16592.58,9.464,0 days 00:34:32
2073,-138935648,1992086016,41.200000000000045,104,87,16602.56,9.929,0 days 00:34:33
2074,-138934624,1992086144,40.79999999999996,103,89,16612.25,10.174,0 days 00:34:34
2075,-138933584,1992085888,41.0,105,91,16622.38,10.035,0 days 00:34:35
2076,-138932688,1992085248,41.39999999999998,105,88,16632.34,9.509,0 days 00:34:36
2077,-138931936,1992084608,42.0,105,89,16641.36,8.882,0 days 00:34:37
2078,-138931232,1992083968,42.60000000000002,105,89,16650.02,8.229,0 days 00:34:38
2079,-138930544,1992083456,43.0,105,88,16657.85,7.664,0 days 00:34:39
2080,-138929728,1992083456,43.200000000000045,106,88,16665.48,7.496,0 days 00:34:40
2081,-138928944,1992083840,42.79999999999996,106,88,16673.55,8.045,0 days 00:34:41
2082,-138928240,1992084352,42.200000000000045,104,87,16681.98,8.713,0 days 00:34:42
2083,-138927568,1992084864,41.60000000000002,106,88,16690.41,9.315,0 days 00:34:43
2084,-138926816,1992085632,41.0,105,87,16699.99,9.874,0 days 00:34:44
2085,-138925904,1992086400,40.60000000000002,105,87,16710.36,10.199,0 days 00:34:45
2086,-138924880,1992086784,40.60000000000002,105,88,16720.41,10.069,0 days 00:34:46
2087,-138923824,1992086784,41.0,105,87,16730.22,9.597,0 days 00:34:47
2088,-138922800,1992086528,41.39999999999998,104,88,16739.9,9.136,0 days 00:34:48
2089,-138921968,1992086144,41.60000000000002,105,87,16748.66,8.902,0 days 00:34:49
2090,-138921312,1992085504,41.79999999999996,106,86,16757.53,8.679,0 days 00:34:50
2091,-138920944,1992084608,42.0,105,87,16766.13,8.379,0 days 00:34:51
2092,-138920944,1992083840,42.200000000000045,105,87,16774.03,8.123,0 days 00:34:52
2093,-138921248,1992082944,42.60000000000002,105,87,16782.36,7.737,0 days 00:34:53
2094,-138921664,1992082176,43.0,106,87,16789.54,7.301,0 days 00:34:54
2095,-138922144,1992081664,43.39999999999998,106,87,16797.13,6.778,0 days 00:34:55
2096,-138922592,1992081152,43.79999999999996,106,86,16803.52,6.314,0 days 00:34:56
2097,-138923024,1992080512,44.200000000000045,106,88,16809.56,5.858,0 days 00:34:57
2098,-138923440,1992080128,44.39999999999998,104,88,16815.09,5.43,0 days 00:34:58
2099,-138923824,1992079616,44.79999999999996,105,89,16820.54,5.003,0 days 00:34:59
2100,-138924192,1992079232,45.0,105,89,16825.36,4.627,0 days 00:35:00
2101,-138924496,1992078848,45.200000000000045,105,87,16829.49,4.302,0 days 00:35:01
2102,-138924816,1992078592,45.60000000000002,104,88,16833.8,3.974,0 days 00:35:02
2103,-138925104,1992078336,45.79999999999996,104,88,16837.53,3.699,0 days 00:35:03
2104,-138925376,1992077952,46.0,104,85,16841.3,3.438,0 days 00:35:04
2105,-138925616,1992077824,46.200000000000045,105,86,16844.51,3.236,0 days 00:35:05
2106,-138925840,1992077440,46.39999999999998,107,86,16847.54,3.066,0 days 00:35:06
2107,-138926064,1992077312,46.39999999999998,106,86,16850.52,2.924,0 days 00:35:07
2108,-138926288,1992077056,46.60000000000002,104,87,16853.46,2.829,0 days 00:35:08
2109,-138926512,1992076928,46.79999999999996,106,87,16856.36,2.766,0 days 00:35:09
2110,-138926704,1992076544,47.0,105,87,16859.04,2.726,0 days 00:35:10
2111,-138926912,1992076416,47.0,105,87,16861.79,2.704,0 days 00:35:11
2112,-138927120,1992076160,47.200000000000045,105,87,16864.43,2.695,0 days 00:35:12
2113,-138927328,1992076032,47.200000000000045,105,87,16867.11,2.696,0 days 00:35:13
2114,-138927536,1992075776,47.39999999999998,105,87,16869.81,2.697,0 days 00:35:14
2115,-138927760,1992075648,47.60000000000002,105,88,16872.57,2.706,0 days 00:35:15
2116,-138927968,1992075392,47.60000000000002,104,88,16875.28,2.714,0 days 00:35:16
2117,-138928192,1992075136,47.79999999999996,104,88,16878.02,2.72,0 days 00:35:17
2118,-138928400,1992074880,47.79999999999996,106,88,16880.76,2.729,0 days 00:35:18
2119,-138928624,1992074752,48.0,105,88,16883.57,2.727,0 days 00:35:19
2120,-138928832,1992074496,48.0,106,86,16886.25,2.723,0 days 00:35:20
2121,-138929024,1992074368,48.200000000000045,105,87,16888.98,2.701,0 days 00:35:21
2122,-138929200,1992074112,48.39999999999998,105,88,16891.59,2.66,0 days 00:35:22
2123,-138929344,1992073856,48.39999999999998,105,87,16894.21,2.581,0 days 00:35:23
2124,-138929456,1992073600,48.60000000000002,105,86,16896.79,2.459,0 days 00:35:24
2125,-138929520,1992073472,48.79999999999996,105,87,16899.15,2.376,0 days 00:35:25
2126,-138929520,1992073088,49.0,106,87,16901.5,2.379,0 days 00:35:26
2127,-138929472,1992072960,49.0,105,87,16903.97,2.461,0 days 00:35:27
2128,-138929376,1992072576,49.0,105,88,16906.46,2.581,0 days 00:35:28
2129,-138929264,1992072320,49.200000000000045,105,88,16909.02,2.707,0 days 00:35:29
2130,-138929104,1992071936,49.200000000000045,105,88,16911.88,2.812,0 days 00:35:30
2131,-138928912,1992071808,49.39999999999998,106,88,16914.7,2.858,0 days 00:35:31
2132,-138928720,1992071680,49.60000000000002,105,88,16917.51,2.797,0 days 00:35:32
2133,-138928512,1992071424,49.60000000000002,105,88,16920.27,2.681,0 days 00:35:33
2134,-138928272,1992071296,49.79999999999996,105,89,16922.94,2.61,0 days 00:35:34
2135,-138928016,1992071040,50.0,104,90,16925.6,2.553,0 days 00:35:35
2136,-138927776,1992070912,50.0,106,88,16928.03,2.501,0 days 00:35:36
2137,-138927520,1992070912,50.200000000000045,106,88,16930.57,2.435,0 days 00:35:37
2138,-138927280,1992070912,50.39999999999998,107,88,16932.85,2.354,0 days 00:35:38
2139,-138927024,1992070912,50.60000000000002,103,89,16935.32,2.226,0 days 00:35:39
2140,-138926800,1992070912,50.60000000000002,105,89,16937.33,2.078,0 days 00:35:40
2141,-138926576,1992070912,50.79999999999996,107,89,16939.35,1.867,0 days 00:35:41
2142,-138926400,1992070912,51.0,105,89,16941.09,1.782,0 days 00:35:42
2143,-138926224,1992071040,51.200000000000045,104,88,16942.99,1.767,0 days 00:35:43
2144,-138926064,1992071040,51.200000000000045,105,88,16944.69,1.785,0 days 00:35:44
2145,-138925888,1992071296,51.39999999999998,105,87,16946.51,1.824,0 days 00:35:45
2146,-138925712,1992071296,51.39999999999998,107,88,16948.33,1.874,0 days 00:35:46
2147,-138925552,1992071424,51.60000000000002,104,88,16950.27,1.917,0 days 00:35:47
2148,-138925376,1992071680,51.79999999999996,102,90,16952.23,1.963,0 days 00:35:48
2149,-138925200,1992071680,51.79999999999996,106,89,16954.18,2.008,0 days 00:35:49
2150,-138925024,1992071808,52.0,106,88,16956.19,2.057,0 days 00:35:50
2151,-138924816,1992071936,52.0,105,89,16958.35,2.107,0 days 00:35:51
2152,-138924640,1992071936,52.200000000000045,104,89,16960.34,2.151,0 days 00:35:52
2153,-138924416,1992072192,52.200000000000045,104,88,16962.66,2.209,0 days 00:35:53
2154,-138924192,1992072192,52.39999999999998,106,88,16964.82,2.271,0 days 00:35:54
2155,-138923952,1992072320,52.39999999999998,104,88,16967.11,2.344,0 days 00:35:55
2156,-138923712,1992072320,52.60000000000002,106,88,16969.45,2.399,0 days 00:35:56
2157,-138923440,1992072320,52.79999999999996,105,88,16971.92,2.422,0 days 00:35:57
2158,-138923184,1992072320,52.79999999999996,105,89,16974.37,2.416,0 days 00:35:58
2159,-138922912,1992072320,53.0,105,89,16976.9,2.391,0 days 00:35:59
2160,-138922672,1992072320,53.0,105,89,16979.1,2.371,0 days 00:36:00
2161,-138922416,1992072320,53.200000000000045,104,89,16981.48,2.353,0 days 00:36:01
2162,-138922144,1992072320,53.39999999999998,106,88,16983.94,2.344,0 days 00:36:02
2163,-138921904,1992072320,53.39999999999998,105,88,16986.21,2.355,0 days 00:36:03
2164,-138921648,1992072320,53.60000000000002,105,88,16988.61,2.383,0 days 00:36:04
2165,-138921392,1992072320,53.60000000000002,107,87,16990.99,2.44,0 days 00:36:05
2166,-138921104,1992072320,53.79999999999996,105,88,16993.53,2.534,0 days 00:36:06
2167,-138920832,1992072320,53.79999999999996,104,89,16996.12,2.667,0 days 00:36:07
2168,-138920560,1992072576,54.0,105,89,16998.89,2.877,0 days 00:36:08
2169,-138920240,1992072576,54.0,105,88,17002.07,3.193,0 days 00:36:09
2170,-138919936,1992072704,54.0,105,87,17005.32,3.563,0 days 00:36:10
2171,-138919600,1992073088,53.79999999999996,105,87,17009.25,3.998,0 days 00:36:11
2172,-138919280,1992073216,53.79999999999996,105,87,17013.14,4.404,0 days 00:36:12
2173,-138918896,1992073600,53.60000000000002,105,88,17017.82,4.853,0 days 00:36:13
2174,-138918480,1992073984,53.39999999999998,105,87,17023.25,5.329,0 days 00:36:14
2175,-138918080,1992074496,53.200000000000045,105,87,17028.76,5.922,0 days 00:36:15
2176,-138917632,1992074880,53.0,105,87,17034.78,6.499,0 days 00:36:16
2177,-138917136,1992075392,52.79999999999996,106,88,17041.62,7.027,0 days 00:36:17
2178,-138916624,1992076160,52.60000000000002,105,87,17049.11,7.522,0 days 00:36:18
2179,-138916128,1992076672,52.200000000000045,104,88,17056.52,7.989,0 days 00:36:19
2180,-138915584,1992077440,51.60000000000002,104,88,17064.95,8.608,0 days 00:36:20
2181,-138915088,1992078336,51.0,104,87,17073.95,9.293,0 days 00:36:21
2182,-138914800,1992079232,50.39999999999998,105,86,17083.39,9.801,0 days 00:36:22
2183,-138915040,1992080384,50.39999999999998,105,87,17093.57,9.732,0 days 00:36:23
2184,-138915488,1992081280,50.79999999999996,104,86,17102.76,9.344,0 days 00:36:24
2185,-138915968,1992082176,51.200000000000045,106,86,17111.75,8.892,0 days 00:36:25
2186,-138916224,1992083072,51.39999999999998,105,84,17120.76,8.499,0 days 00:36:26
2187,-138916144,1992083968,51.79999999999996,106,86,17128.74,8.123,0 days 00:36:27
2188,-138915760,1992084736,52.0,107,86,17136.97,7.835,0 days 00:36:28
2189,-138915168,1992085248,52.0,104,85,17144.56,7.895,0 days 00:36:29
2190,-138914416,1992085888,51.60000000000002,105,87,17152.78,8.354,0 days 00:36:30
2191,-138913536,1992086144,51.0,105,87,17161.62,8.986,0 days 00:36:31
2192,-138912592,1992086528,50.39999999999998,105,87,17170.89,9.545,0 days 00:36:32
2193,-138911584,1992086784,50.0,106,88,17180.7,9.87,0 days 00:36:33
2194,-138910560,1992087040,50.200000000000045,105,87,17190.73,9.68,0 days 00:36:34
2195,-138909648,1992087424,50.79999999999996,104,88,17199.77,9.079,0 days 00:36:35
2196,-138908768,1992087808,51.39999999999998,104,88,17208.33,8.435,0 days 00:36:36
2197,-138907872,1992088064,51.79999999999996,105,87,17216.94,7.978,0 days 00:36:37
2198,-138907056,1992088192,51.79999999999996,106,87,17224.6,7.844,0 days 00:36:38
2199,-138906224,1992088320,51.79999999999996,105,87,17232.4,7.913,0 days 00:36:39
2200,-138905360,1992088320,51.60000000000002,106,87,17240.52,8.076,0 days 00:36:40
2201,-138904448,1992088320,51.39999999999998,104,88,17248.86,8.292,0 days 00:36:41
2202,-138903552,1992088320,51.200000000000045,105,88,17257.2,8.536,0 days 00:36:42
2203,-138902608,1992088320,51.0,105,86,17265.99,8.812,0 days 00:36:43
2204,-138901696,1992088320,50.60000000000002,105,87,17274.57,9.084,0 days 00:36:44
2205,-138900704,1992088192,50.39999999999998,105,87,17283.72,9.369,0 days 00:36:45
2206,-138899632,1992088192,50.0,104,87,17293.73,9.633,0 days 00:36:46
2207,-138898656,1992088064,49.60000000000002,107,86,17302.97,9.875,0 days 00:36:47
2208,-138897584,1992087680,49.200000000000045,105,86,17313.19,10.151,0 days 00:36:48
2209,-138896528,1992087424,48.79999999999996,107,87,17323.45,10.42,0 days 00:36:49
2210,-138895424,1992086912,48.200000000000045,104,88,17334.21,10.722,0 days 00:36:50
2211,-138894304,1992086528,47.60000000000002,106,87,17345.52,11.061,0 days 00:36:51
2212,-138893376,1992085888,47.200000000000045,105,87,17356.3,11.341,0 days 00:36:52
2213,-138892800,1992084736,46.79999999999996,106,87,17367.85,11.565,0 days 00:36:53
2214,-138892784,1992083456,46.39999999999998,103,88,17379.5,11.726,0 days 00:36:54
2215,-138893424,1992082304,45.79999999999996,107,88,17391.53,12.002,0 days 00:36:55
2216,-138894592,1992081664,45.200000000000045,104,88,17404.16,12.274,0 days 00:36:56
2217,-138895856,1992081408,44.39999999999998,104,87,17416.21,12.607,0 days 00:36:57
2218,-138897168,1992081664,43.60000000000002,104,88,17428.45,12.957,0 days 00:36:58
2219,-138898576,1992081792,43.200000000000045,106,87,17441.72,13.064,0 days 00:36:59
2220,-138899952,1992082176,43.200000000000045,106,85,17454.87,12.866,0 days 00:37:00
2221,-138901264,1992082688,43.39999999999998,105,85,17467.57,12.453,0 days 00:37:01
2222,-138902496,1992083072,44.200000000000045,105,87,17479.89,11.786,0 days 00:37:02
2223,-138903632,1992083584,45.0,105,88,17491.12,10.889,0 days 00:37:03
2224,-138904672,1992083456,45.79999999999996,105,88,17501.17,10.06,0 days 00:37:04
2225,-138905312,1992082560,45.79999999999996,105,86,17511.04,9.814,0 days 00:37:05
2226,-138905312,1992081408,45.60000000000002,106,86,17521.6,9.933,0 days 00:37:06
2227,-138904752,1992080512,45.0,104,88,17531.24,10.265,0 days 00:37:07
2228,-138903840,1992079872,44.39999999999998,105,86,17542.02,10.65,0 days 00:37:08
2229,-138902880,1992079232,44.0,104,87,17552.2,11.022,0 days 00:37:09
2230,-138901760,1992078720,43.39999999999998,106,87,17563.84,11.41,0 days 00:37:10
2231,-138900656,1992078208,42.79999999999996,104,86,17575.14,11.745,0 days 00:37:11
2232,-138899456,1992077696,42.200000000000045,105,86,17587.33,12.066,0 days 00:37:12
2233,-138898240,1992077056,41.60000000000002,107,85,17599.59,12.342,0 days 00:37:13
2234,-138896976,1992076672,41.0,105,85,17612.15,12.552,0 days 00:37:14
2235,-138895696,1992076416,40.60000000000002,106,87,17624.68,12.689,0 days 00:37:15
2236,-138894416,1992075776,40.200000000000045,106,87,17637.24,12.803,0 days 00:37:16
2237,-138893456,1992074880,39.60000000000002,103,90,17649.92,12.96,0 days 00:37:17
2238,-138893264,1992073472,39.200000000000045,105,91,17663.42,13.076,0 days 00:37:18
2239,-138894016,1992072192,38.79999999999996,105,93,17676.73,13.189,0 days 00:37:19
2240,-138895264,1992071680,38.200000000000045,105,89,17689.61,13.328,0 days 00:37:20
2241,-138896688,1992071296,37.79999999999996,107,89,17703.26,13.421,0 days 00:37:21
2242,-138898064,1992071040,37.200000000000045,104,87,17716.22,13.498,0 days 00:37:22
2243,-138899600,1992070656,36.79999999999996,104,90,17730.68,13.603,0 days 00:37:23
2244,-138900944,1992070400,36.0,105,89,17743.98,13.776,0 days 00:37:24
2245,-138902304,1992069632,35.0,105,88,17758.25,14.132,0 days 00:37:25
2246,-138903504,1992068480,34.0,105,87,17772.59,14.517,0 days 00:37:26
2247,-138904432,1992067200,33.60000000000002,105,86,17786.9,14.552,0 days 00:37:27
2248,-138905008,1992065792,34.39999999999998,105,87,17801.72,13.752,0 days 00:37:28
2249,-138905200,1992064384,35.39999999999998,105,88,17814.59,12.77,0 days 00:37:29
2250,-138905136,1992063104,36.0,104,87,17826.88,12.102,0 days 00:37:30
2251,-138904736,1992061824,35.60000000000002,106,87,17839.22,12.094,0 days 00:37:31
2252,-138904096,1992060672,35.0,104,86,17851.3,12.421,0 days 00:37:32
2253,-138903392,1992059648,34.200000000000045,105,87,17863.67,12.839,0 days 00:37:33
2254,-138902864,1992058112,33.200000000000045,105,87,17876.72,13.252,0 days 00:37:34
2255,-138902816,1992056704,32.60000000000002,106,86,17890.87,13.521,0 days 00:37:35
2256,-138903200,1992055424,32.0,104,87,17903.6,13.655,0 days 00:37:36
2257,-138904128,1992054144,31.200000000000045,104,88,17917.31,13.845,0 days 00:37:37
2258,-138905520,1992053376,30.200000000000045,104,86,17931.91,14.167,0 days 00:37:38
2259,-138907040,1992053248,29.200000000000045,105,86,17946.34,14.489,0 days 00:37:39
2260,-138908592,1992052864,28.200000000000045,105,86,17960.93,14.767,0 days 00:37:40
2261,-138910080,1992052480,27.200000000000045,104,85,17975.23,14.974,0 days 00:37:41
2262,-138911552,1992051840,26.600000000000023,106,86,17990.81,15.009,0 days 00:37:42
2263,-138912704,1992050560,26.600000000000023,106,86,18005.65,14.729,0 days 00:37:43
2264,-138913488,1992049280,26.399999999999977,105,86,18020.2,14.45,0 days 00:37:44
2265,-138913744,1992047616,25.600000000000023,105,87,18034.91,14.592,0 days 00:37:45
2266,-138913456,1992046080,24.600000000000023,106,87,18049.35,14.876,0 days 00:37:46
2267,-138912528,1992044672,24.600000000000023,104,86,18064.5,14.705,0 days 00:37:47
2268,-138911200,1992043904,25.600000000000023,105,86,18078.74,13.818,0 days 00:37:48
2269,-138909920,1992043392,26.200000000000045,105,87,18091.96,12.982,0 days 00:37:49
2270,-138908784,1992042496,26.399999999999977,104,87,18104.59,12.638,0 days 00:37:50
2271,-138907792,1992041600,25.600000000000023,106,87,18118.02,12.874,0 days 00:37:51
2272,-138906928,1992040448,24.799999999999955,106,86,18130.71,13.236,0 days 00:37:52
2273,-138905856,1992039424,24.200000000000045,105,87,18144.26,13.383,0 days 00:37:53
2274,-138904592,1992039040,24.600000000000023,107,86,18156.82,12.864,0 days 00:37:54
2275,-138903248,1992038912,25.399999999999977,105,87,18169.27,11.948,0 days 00:37:55
2276,-138901936,1992038656,26.200000000000045,105,89,18181.43,11.009,0 days 00:37:56
2277,-138900928,1992038272,26.600000000000023,104,87,18191.66,10.474,0 days 00:37:57
2278,-138900080,1992037376,26.399999999999977,104,88,18202.08,10.497,0 days 00:37:58
2279,-138899424,1992036480,25.600000000000023,105,85,18212.63,10.85,0 days 00:37:59
2280,-138898912,1992035456,25.200000000000045,106,86,18223.56,11.161,0 days 00:38:00
2281,-138898512,1992034304,25.200000000000045,103,86,18234.94,11.047,0 days 00:38:01
2282,-138898352,1992033152,25.600000000000023,105,87,18245.46,10.453,0 days 00:38:02
2283,-138898304,1992032128,26.399999999999977,105,86,18255.74,9.636,0 days 00:38:03
2284,-138898304,1992030976,27.0,105,86,18264.79,8.821,0 days 00:38:04
2285,-138898272,1992030080,27.600000000000023,107,85,18273.27,8.082,0 days 00:38:05
2286,-138898064,1992029184,28.0,105,84,18281.0,7.691,0 days 00:38:06
2287,-138897648,1992028544,27.799999999999955,105,85,18288.99,7.756,0 days 00:38:07
2288,-138897008,1992027904,27.600000000000023,104,86,18296.66,8.029,0 days 00:38:08
2289,-138896176,1992027776,27.399999999999977,105,86,18304.94,8.327,0 days 00:38:09
2290,-138895280,1992027776,27.0,105,85,18313.4,8.768,0 days 00:38:10
2291,-138894448,1992028288,26.200000000000045,105,85,18322.62,9.403,0 days 00:38:11
2292,-138893856,1992029056,25.600000000000023,105,85,18331.92,9.934,0 days 00:38:12
2293,-138893440,1992030080,25.0,104,85,18342.07,10.362,0 days 00:38:13
2294,-138893024,1992031232,24.399999999999977,106,84,18352.94,10.732,0 days 00:38:14
2295,-138892400,1992032256,23.799999999999955,105,85,18364.13,11.042,0 days 00:38:15
2296,-138891648,1992033152,23.399999999999977,104,86,18374.93,11.295,0 days 00:38:16
2297,-138891184,1992034304,22.600000000000023,110,86,18386.37,11.67,0 days 00:38:17
2298,-138891616,1992035584,21.799999999999955,103,88,18398.53,12.074,0 days 00:38:18
2299,-138892320,1992036736,21.200000000000045,106,87,18410.58,12.296,0 days 00:38:19
2300,-138892944,1992037760,20.600000000000023,105,86,18422.97,12.469,0 days 00:38:20
2301,-138893216,1992039168,20.0,106,86,18436.22,12.654,0 days 00:38:21
2302,-138893296,1992040448,19.399999999999977,105,86,18448.6,12.866,0 days 00:38:22
2303,-138893296,1992041984,18.799999999999955,105,85,18461.57,13.064,0 days 00:38:23
2304,-138893136,1992043392,18.200000000000045,106,85,18474.97,13.187,0 days 00:38:24
2305,-138892832,1992044672,18.0,105,85,18487.53,13.17,0 days 00:38:25
2306,-138892240,1992046080,18.0,107,84,18500.65,12.918,0 days 00:38:26
2307,-138891408,1992047232,18.399999999999977,106,86,18513.43,12.328,0 days 00:38:27
2308,-138890544,1992048128,19.0,106,86,18525.13,11.583,0 days 00:38:28
2309,-138889600,1992048896,19.799999999999955,105,86,18536.47,10.778,0 days 00:38:29
2310,-138888656,1992049408,20.399999999999977,104,86,18546.72,10.069,0 days 00:38:30
2311,-138887664,1992049920,20.799999999999955,104,87,18556.8,9.466,0 days 00:38:31
2312,-138886720,1992050176,21.200000000000045,107,87,18565.76,9.078,0 days 00:38:32
2313,-138885744,1992050304,21.200000000000045,105,84,18574.89,8.848,0 days 00:38:33
2314,-138884784,1992050176,21.200000000000045,106,85,18583.94,8.719,0 days 00:38:34
2315,-138883856,1992049920,21.200000000000045,105,85,18592.57,8.661,0 days 00:38:35
2316,-138882912,1992049792,21.200000000000045,105,86,18601.52,8.67,0 days 00:38:36
2317,-138882080,1992049536,21.200000000000045,104,86,18609.57,8.765,0 days 00:38:37
2318,-138881168,1992049280,21.0,104,85,18618.6,8.879,0 days 00:38:38
2319,-138880272,1992048896,20.799999999999955,106,85,18627.61,9.028,0 days 00:38:39
2320,-138879440,1992048384,20.600000000000023,105,85,18636.56,9.205,0 days 00:38:40
2321,-138878720,1992047744,20.399999999999977,107,85,18645.94,9.467,0 days 00:38:41
2322,-138878336,1992046720,19.799999999999955,106,85,18655.45,9.909,0 days 00:38:42
2323,-138878224,1992045568,19.200000000000045,104,86,18666.06,10.471,0 days 00:38:43
2324,-138878160,1992044288,18.399999999999977,106,87,18676.94,10.963,0 days 00:38:44
2325,-138877744,1992043392,18.200000000000045,105,86,18687.53,11.112,0 days 00:38:45
2326,-138876928,1992042496,18.799999999999955,106,86,18698.75,10.592,0 days 00:38:46
2327,-138876144,1992041728,19.200000000000045,104,85,18708.63,9.951,0 days 00:38:47
2328,-138875504,1992040832,19.600000000000023,106,84,18718.62,9.46,0 days 00:38:48
2329,-138875184,1992039936,19.399999999999977,104,84,18727.79,9.486,0 days 00:38:49
2330,-138875072,1992038912,18.799999999999955,106,85,18737.93,9.941,0 days 00:38:50
2331,-138875136,1992037632,18.0,104,84,18748.29,10.486,0 days 00:38:51
2332,-138875392,1992036736,17.600000000000023,105,84,18758.53,10.84,0 days 00:38:52
2333,-138876000,1992035584,17.600000000000023,108,85,18769.13,10.74,0 days 00:38:53
2334,-138876896,1992034816,18.0,105,85,18779.87,10.124,0 days 00:38:54
2335,-138877792,1992034304,18.600000000000023,104,86,18789.66,9.37,0 days 00:38:55
2336,-138878576,1992033792,19.200000000000045,105,89,18798.44,8.681,0 days 00:38:56
2337,-138879120,1992033024,19.600000000000023,105,91,18807.25,8.259,0 days 00:38:57
2338,-138879136,1992032128,19.0,104,91,18815.72,8.703,0 days 00:38:58
2339,-138878848,1992030976,18.200000000000045,105,89,18824.8,9.441,0 days 00:38:59
2340,-138878496,1992030080,17.399999999999977,103,88,18834.57,10.111,0 days 00:39:00
2341,-138878384,1992029056,16.799999999999955,105,87,18844.85,10.504,0 days 00:39:01
2342,-138878768,1992027904,17.0,105,87,18855.19,10.319,0 days 00:39:02
2343,-138879392,1992027008,17.600000000000023,105,88,18864.92,9.721,0 days 00:39:03
2344,-138880112,1992026240,18.200000000000045,106,88,18874.67,8.94,0 days 00:39:04
2345,-138880752,1992025728,18.799999999999955,106,87,18882.91,8.198,0 days 00:39:05
2346,-138881392,1992024960,19.399999999999977,104,88,18891.03,7.416,0 days 00:39:06
2347,-138881888,1992024448,20.0,106,88,18897.86,6.757,0 days 00:39:07
2348,-138882208,1992023936,20.200000000000045,105,87,18904.61,6.292,0 days 00:39:08
2349,-138882320,1992023168,20.399999999999977,105,87,18910.76,6.183,0 days 00:39:09
2350,-138882112,1992022656,20.200000000000045,104,88,18916.96,6.47,0 days 00:39:10
2351,-138881728,1992021888,20.0,105,87,18923.48,6.796,0 days 00:39:11
2352,-138881168,1992021376,19.799999999999955,105,87,18930.63,7.118,0 days 00:39:12
2353,-138880528,1992020992,19.600000000000023,105,87,18938.0,7.434,0 days 00:39:13
2354,-138879840,1992020480,19.399999999999977,105,87,18945.66,7.74,0 days 00:39:14
2355,-138879152,1992020096,19.200000000000045,105,88,18953.27,8.02,0 days 00:39:15
2356,-138878416,1992019584,18.799999999999955,104,88,18961.53,8.299,0 days 00:39:16
2357,-138877680,1992019072,18.600000000000023,105,87,18970.01,8.559,0 days 00:39:17
2358,-138877024,1992018304,18.399999999999977,104,86,18978.47,8.804,0 days 00:39:18
2359,-138876464,1992017536,18.0,107,85,18987.42,9.037,0 days 00:39:19
2360,-138876048,1992016640,17.799999999999955,104,86,18996.54,9.265,0 days 00:39:20
2361,-138875728,1992015744,17.399999999999977,105,86,19006.17,9.493,0 days 00:39:21
2362,-138875488,1992014592,17.200000000000045,105,85,19015.63,9.727,0 days 00:39:22
2363,-138875296,1992013568,16.799999999999955,105,85,19025.34,9.957,0 days 00:39:23
2364,-138875104,1992012416,16.399999999999977,105,85,19035.49,10.178,0 days 00:39:24
2365,-138874912,1992011392,16.200000000000045,104,86,19045.88,10.387,0 days 00:39:25
2366,-138874720,1992010240,15.799999999999956,105,86,19056.18,10.568,0 days 00:39:26
2367,-138874400,1992009216,15.399999999999975,105,85,19067.0,10.717,0 days 00:39:27
2368,-138873648,1992008320,15.200000000000044,106,85,19077.66,10.758,0 days 00:39:28
2369,-138872544,1992008448,15.399999999999975,104,86,19088.28,10.476,0 days 00:39:29
2370,-138871824,1992009344,15.200000000000044,105,85,19098.84,10.47,0 days 00:39:30
2371,-138871328,1992010496,15.0,104,87,19109.16,10.501,0 days 00:39:31
2372,-138870624,1992011392,14.799999999999956,105,85,19119.68,10.59,0 days 00:39:32
2373,-138869744,1992012160,14.399999999999975,105,85,19130.79,10.755,0 days 00:39:33
2374,-138869040,1992013056,14.0,106,84,19141.22,10.937,0 days 00:39:34
2375,-138868576,1992014080,13.600000000000025,105,84,19152.49,11.097,0 days 00:39:35
2376,-138868336,1992015360,13.200000000000044,105,85,19163.96,11.244,0 days 00:39:36
2377,-138868496,1992016640,13.0,107,84,19175.03,11.184,0 days 00:39:37
2378,-138869024,1992017792,13.200000000000044,104,86,19186.42,10.863,0 days 00:39:38
2379,-138869680,1992018688,13.399999999999975,104,88,19196.65,10.477,0 days 00:39:39
2380,-138870384,1992019328,13.600000000000025,106,88,19206.78,10.071,0 days 00:39:40
2381,-138871120,1992020352,14.0,106,86,19217.09,9.642,0 days 00:39:41
2382,-138871760,1992020992,14.200000000000044,104,87,19226.2,9.259,0 days 00:39:42
2383,-138872432,1992021760,14.600000000000025,105,86,19235.71,8.858,0 days 00:39:43
2384,-138872896,1992022656,14.799999999999956,105,86,19244.1,8.51,0 days 00:39:44
2385,-138873104,1992023424,15.0,104,86,19252.23,8.196,0 days 00:39:45
2386,-138872944,1992024320,15.200000000000044,106,88,19260.51,7.882,0 days 00:39:46
